seed,scenario,run,step,actuator,to_value,is_toggle,stuck_fired,was_masked,state_idx,action_label,action_idx
6,9,5,1,Z2Blinds,1,0,0,0,1286,http://example.org/was#SetZ2Blinds=true,7
6,9,5,2,Z1Light,1,0,0,0,1422,http://example.org/was#SetZ1Light=true,5
6,11,5,1,Z1Light,1,0,0,0,1450,http://example.org/was#SetZ1Light=true,5
6,13,5,1,Z1Light,1,0,0,0,1811,http://example.org/was#SetZ1Light=true,5
7,1,1,1,Z2Light,1,0,0,0,1284,http://example.org/was#SetZ2Light=true,9
7,1,1,2,Z1Light,1,0,0,0,1444,http://example.org/was#SetZ1Light=true,5
7,3,1,1,Z1Light,1,0,0,0,1444,http://example.org/was#SetZ1Light=true,5
7,5,1,1,Z1Light,1,0,0,0,657,http://example.org/was#SetZ1Light=true,5
7,5,1,2,Z1Blinds,0,0,0,0,1873,http://example.org/was#SetZ1Blinds=false,2
7,5,1,3,Z2Light,1,0,0,0,1857,http://example.org/was#SetZ2Light=true,9
7,8,1,1,Z1Blinds,1,0,0,0,1445,http://example.org/was#SetZ1Blinds=true,3
7,9,1,1,Z2Light,1,0,0,0,1290,http://example.org/was#SetZ2Light=true,9
7,9,1,2,Z1Light,1,0,0,0,1450,http://example.org/was#SetZ1Light=true,5
7,13,1,1,Z2Blinds,1,0,0,0,1287,http://example.org/was#SetZ2Blinds=true,7
7,1,2,1,Z2Light,1,0,0,0,1284,http://example.org/was#SetZ2Light=true,9
7,1,2,2,Z1Light,1,0,0,0,1444,http://example.org/was#SetZ1Light=true,5
7,3,2,1,Z1Light,1,0,0,0,1444,http://example.org/was#SetZ1Light=true,5
7,5,2,1,Z1Light,1,0,0,0,657,http://example.org/was#SetZ1Light=true,5
7,5,2,2,Z1Blinds,0,0,0,0,1873,http://example.org/was#SetZ1Blinds=false,2
7,5,2,3,Z2Light,1,0,0,0,1857,http://example.org/was#SetZ2Light=true,9
7,8,2,1,Z1Blinds,1,0,0,0,1445,http://example.org/was#SetZ1Blinds=true,3
7,9,2,1,Z2Light,1,0,0,0,1290,http://example.org/was#SetZ2Light=true,9
7,9,2,2,Z1Light,1,0,0,0,1450,http://example.org/was#SetZ1Light=true,5
7,13,2,1,Z2Blinds,1,0,0,0,1287,http://example.org/was#SetZ2Blinds=true,7
7,1,3,1,Z2Light,1,0,0,0,1284,http://example.org/was#SetZ2Light=true,9
7,1,3,2,Z1Light,1,0,0,0,1444,http://example.org/was#SetZ1Light=true,5
7,3,3,1,Z1Light,1,0,0,0,1444,http://example.org/was#SetZ1Light=true,5
7,5,3,1,Z1Light,1,0,0,0,657,http://example.org/was#SetZ1Light=true,5
7,5,3,2,Z1Blinds,0,0,0,0,1873,http://example.org/was#SetZ1Blinds=false,2
7,5,3,3,Z2Light,1,0,0,0,1857,http://example.org/was#SetZ2Light=true,9
7,8,3,1,Z1Blinds,1,0,0,0,1445,http://example.org/was#SetZ1Blinds=true,3
7,9,3,1,Z2Light,1,0,0,0,1290,http://example.org/was#SetZ2Light=true,9
7,9,3,2,Z1Light,1,0,0,0,1450,http://example.org/was#SetZ1Light=true,5
7,13,3,1,Z2Blinds,1,0,0,0,1287,http://example.org/was#SetZ2Blinds=true,7
7,1,4,1,Z2Light,1,0,0,0,1284,http://example.org/was#SetZ2Light=true,9
7,1,4,2,Z1Light,1,0,0,0,1444,http://example.org/was#SetZ1Light=true,5
7,3,4,1,Z1Light,1,0,0,0,1444,http://example.org/was#SetZ1Light=true,5
7,5,4,1,Z1Light,1,0,0,0,657,http://example.org/was#SetZ1Light=true,5
7,5,4,2,Z1Blinds,0,0,0,0,1873,http://example.org/was#SetZ1Blinds=false,2
7,5,4,3,Z2Light,1,0,0,0,1857,http://example.org/was#SetZ2Light=true,9
7,8,4,1,Z1Blinds,1,0,0,0,1445,http://example.org/was#SetZ1Blinds=true,3
7,9,4,1,Z2Light,1,0,0,0,1290,http://example.org/was#SetZ2Light=true,9
7,9,4,2,Z1Light,1,0,0,0,1450,http://example.org/was#SetZ1Light=true,5
7,13,4,1,Z2Blinds,1,0,0,0,1287,http://example.org/was#SetZ2Blinds=true,7
7,1,5,1,Z2Light,1,0,0,0,1284,http://example.org/was#SetZ2Light=true,9
7,1,5,2,Z1Light,1,0,0,0,1444,http://example.org/was#SetZ1Light=true,5
7,3,5,1,Z1Light,1,0,0,0,1444,http://example.org/was#SetZ1Light=true,5
7,5,5,1,Z1Light,1,0,0,0,657,http://example.org/was#SetZ1Light=true,5
7,5,5,2,Z1Blinds,0,0,0,0,1873,http://example.org/was#SetZ1Blinds=false,2
7,5,5,3,Z2Light,1,0,0,0,1857,http://example.org/was#SetZ2Light=true,9
7,8,5,1,Z1Blinds,1,0,0,0,1445,http://example.org/was#SetZ1Blinds=true,3
7,9,5,1,Z2Light,1,0,0,0,1290,http://example.org/was#SetZ2Light=true,9
7,9,5,2,Z1Light,1,0,0,0,1450,http://example.org/was#SetZ1Light=true,5
7,13,5,1,Z2Blinds,1,0,0,0,1287,http://example.org/was#SetZ2Blinds=true,7
8,1,1,1,Z1Blinds,1,0,0,0,1856,http://example.org/was#SetZ1Blinds=true,3
8,1,1,2,Z2Light,1,0,0,0,1872,http://example.org/was#SetZ2Light=true,9
8,5,1,1,Z1Light,1,0,0,0,1441,http://example.org/was#SetZ1Light=true,5
8,8,1,1,Spotlight,0,0,0,0,1861,http://example.org/was#SetSpotlight=false,0
8,8,1,2,Z2Light,1,0,0,0,1857,http://example.org/was#SetZ2Light=true,9
8,9,1,1,Z1Light,1,0,0,0,1442,http://example.org/was#SetZ1Light=true,5
8,13,1,1,Z2Light,1,0,0,0,1859,http://example.org/was#SetZ2Light=true,9
8,1,2,1,Z1Blinds,1,0,0,0,1856,http://example.org/was#SetZ1Blinds=true,3
8,1,2,2,Z2Light,1,0,0,0,1872,http://example.org/was#SetZ2Light=true,9
8,5,2,1,Z1Light,1,0,0,0,1441,http://example.org/was#SetZ1Light=true,5
8,8,2,1,Spotlight,0,0,0,0,1861,http://example.org/was#SetSpotlight=false,0
8,8,2,2,Z2Light,1,0,0,0,1857,http://example.org/was#SetZ2Light=true,9
8,9,2,1,Z1Light,1,0,0,0,1442,http://example.org/was#SetZ1Light=true,5
8,13,2,1,Z2Light,1,0,0,0,1859,http://example.org/was#SetZ2Light=true,9
8,1,3,1,Z1Blinds,1,0,0,0,1856,http://example.org/was#SetZ1Blinds=true,3
8,1,3,2,Z2Light,1,0,0,0,1872,http://example.org/was#SetZ2Light=true,9
8,5,3,1,Z1Light,1,0,0,0,1441,http://example.org/was#SetZ1Light=true,5
8,8,3,1,Spotlight,0,0,0,0,1861,http://example.org/was#SetSpotlight=false,0
8,8,3,2,Z2Light,1,0,0,0,1857,http://example.org/was#SetZ2Light=true,9
8,9,3,1,Z1Light,1,0,0,0,1442,http://example.org/was#SetZ1Light=true,5
8,13,3,1,Z2Light,1,0,0,0,1859,http://example.org/was#SetZ2Light=true,9
8,1,4,1,Z1Blinds,1,0,0,0,1856,http://example.org/was#SetZ1Blinds=true,3
8,1,4,2,Z2Light,1,0,0,0,1872,http://example.org/was#SetZ2Light=true,9
8,5,4,1,Z1Light,1,0,0,0,1441,http://example.org/was#SetZ1Light=true,5
8,8,4,1,Spotlight,0,0,0,0,1861,http://example.org/was#SetSpotlight=false,0
8,8,4,2,Z2Light,1,0,0,0,1857,http://example.org/was#SetZ2Light=true,9
8,9,4,1,Z1Light,1,0,0,0,1442,http://example.org/was#SetZ1Light=true,5
8,13,4,1,Z2Light,1,0,0,0,1859,http://example.org/was#SetZ2Light=true,9
8,1,5,1,Z1Blinds,1,0,0,0,1856,http://example.org/was#SetZ1Blinds=true,3
8,1,5,2,Z2Light,1,0,0,0,1872,http://example.org/was#SetZ2Light=true,9
8,5,5,1,Z1Light,1,0,0,0,1441,http://example.org/was#SetZ1Light=true,5
8,8,5,1,Spotlight,0,0,0,0,1861,http://example.org/was#SetSpotlight=false,0
8,8,5,2,Z2Light,1,0,0,0,1857,http://example.org/was#SetZ2Light=true,9
8,9,5,1,Z1Light,1,0,0,0,1442,http://example.org/was#SetZ1Light=true,5
8,13,5,1,Z2Light,1,0,0,0,1859,http://example.org/was#SetZ2Light=true,9
9,1,1,1,Z2Light,1,0,0,0,1856,http://example.org/was#SetZ2Light=true,9
9,5,1,1,Z1Light,1,0,0,0,1441,http://example.org/was#SetZ1Light=true,5
9,8,1,1,Z2Light,1,0,0,0,1,http://example.org/was#SetZ2Light=true,9
9,8,1,2,Z1Light,1,0,0,0,1441,http://example.org/was#SetZ1Light=true,5
9,9,1,1,Z2Light,1,0,0,0,1286,http://example.org/was#SetZ2Light=true,9
9,9,1,2,Z2Blinds,1,0,0,0,1446,http://example.org/was#SetZ2Blinds=true,7
9,13,1,1,Z2Blinds,1,0,0,0,1859,http://example.org/was#SetZ2Blinds=true,7
9,1,2,1,Z2Light,1,0,0,0,1856,http://example.org/was#SetZ2Light=true,9
9,5,2,1,Z1Light,1,0,0,0,1441,http://example.org/was#SetZ1Light=true,5
9,8,2,1,Z2Light,1,0,0,0,1,http://example.org/was#SetZ2Light=true,9
9,8,2,2,Z1Light,1,0,0,0,1441,http://example.org/was#SetZ1Light=true,5
9,9,2,1,Z2Light,1,0,0,0,1286,http://example.org/was#SetZ2Light=true,9
9,9,2,2,Z2Blinds,1,0,0,0,1446,http://example.org/was#SetZ2Blinds=true,7
9,13,2,1,Z2Blinds,1,0,0,0,1859,http://example.org/was#SetZ2Blinds=true,7
9,1,3,1,Z2Light,1,0,0,0,1856,http://example.org/was#SetZ2Light=true,9
9,5,3,1,Z1Light,1,0,0,0,1441,http://example.org/was#SetZ1Light=true,5
9,8,3,1,Z2Light,1,0,0,0,1,http://example.org/was#SetZ2Light=true,9
9,8,3,2,Z1Light,1,0,0,0,1441,http://example.org/was#SetZ1Light=true,5
9,9,3,1,Z2Light,1,0,0,0,1286,http://example.org/was#SetZ2Light=true,9
9,9,3,2,Z2Blinds,1,0,0,0,1446,http://example.org/was#SetZ2Blinds=true,7
9,13,3,1,Z2Blinds,1,0,0,0,1859,http://example.org/was#SetZ2Blinds=true,7
9,1,4,1,Z2Light,1,0,0,0,1856,http://example.org/was#SetZ2Light=true,9
9,5,4,1,Z1Light,1,0,0,0,1441,http://example.org/was#SetZ1Light=true,5
9,8,4,1,Z2Light,1,0,0,0,1,http://example.org/was#SetZ2Light=true,9
9,8,4,2,Z1Light,1,0,0,0,1441,http://example.org/was#SetZ1Light=true,5
9,9,4,1,Z2Light,1,0,0,0,1286,http://example.org/was#SetZ2Light=true,9
9,9,4,2,Z2Blinds,1,0,0,0,1446,http://example.org/was#SetZ2Blinds=true,7
9,13,4,1,Z2Blinds,1,0,0,0,1859,http://example.org/was#SetZ2Blinds=true,7
9,1,5,1,Z2Light,1,0,0,0,1856,http://example.org/was#SetZ2Light=true,9
9,5,5,1,Z1Light,1,0,0,0,1441,http://example.org/was#SetZ1Light=true,5
9,8,5,1,Z2Light,1,0,0,0,1,http://example.org/was#SetZ2Light=true,9
9,8,5,2,Z1Light,1,0,0,0,1441,http://example.org/was#SetZ1Light=true,5
9,9,5,1,Z2Light,1,0,0,0,1286,http://example.org/was#SetZ2Light=true,9
9,9,5,2,Z2Blinds,1,0,0,0,1446,http://example.org/was#SetZ2Blinds=true,7
9,13,5,1,Z2Blinds,1,0,0,0,1859,http://example.org/was#SetZ2Blinds=true,7
10,1,1,1,Z2Light,1,0,0,0,1856,http://example.org/was#SetZ2Light=true,9
10,5,1,1,Z2Light,1,0,0,0,1857,http://example.org/was#SetZ2Light=true,9
10,8,1,1,Spotlight,0,0,0,0,1445,http://example.org/was#SetSpotlight=false,0
10,8,1,2,Z2Blinds,1,0,0,0,1441,http://example.org/was#SetZ2Blinds=true,7
10,8,1,3,Z1Light,1,0,0,0,1449,http://example.org/was#SetZ1Light=true,5
10,9,1,1,Z2Light,1,0,0,0,1858,http://example.org/was#SetZ2Light=true,9
10,13,1,1,Z1Blinds,1,0,0,0,1443,http://example.org/was#SetZ1Blinds=true,3
10,1,2,1,Z2Light,1,0,0,0,1856,http://example.org/was#SetZ2Light=true,9
10,5,2,1,Z2Light,1,0,0,0,1857,http://example.org/was#SetZ2Light=true,9
10,8,2,1,Spotlight,0,0,0,0,1445,http://example.org/was#SetSpotlight=false,0
10,8,2,2,Z2Blinds,1,0,0,0,1441,http://example.org/was#SetZ2Blinds=true,7
10,8,2,3,Z1Light,1,0,0,0,1449,http://example.org/was#SetZ1Light=true,5
10,9,2,1,Z2Light,1,0,0,0,1858,http://example.org/was#SetZ2Light=true,9
10,13,2,1,Z1Blinds,1,0,0,0,1443,http://example.org/was#SetZ1Blinds=true,3
10,1,3,1,Z2Light,1,0,0,0,1856,http://example.org/was#SetZ2Light=true,9
10,5,3,1,Z2Light,1,0,0,0,1857,http://example.org/was#SetZ2Light=true,9
10,8,3,1,Spotlight,0,0,0,0,1445,http://example.org/was#SetSpotlight=false,0
10,8,3,2,Z2Blinds,1,0,0,0,1441,http://example.org/was#SetZ2Blinds=true,7
10,8,3,3,Z1Light,1,0,0,0,1449,http://example.org/was#SetZ1Light=true,5
10,9,3,1,Z2Light,1,0,0,0,1858,http://example.org/was#SetZ2Light=true,9
10,13,3,1,Z1Blinds,1,0,0,0,1443,http://example.org/was#SetZ1Blinds=true,3
10,1,4,1,Z2Light,1,0,0,0,1856,http://example.org/was#SetZ2Light=true,9
10,5,4,1,Z2Light,1,0,0,0,1857,http://example.org/was#SetZ2Light=true,9
10,8,4,1,Spotlight,0,0,0,0,1445,http://example.org/was#SetSpotlight=false,0
10,8,4,2,Z2Blinds,1,0,0,0,1441,http://example.org/was#SetZ2Blinds=true,7
10,8,4,3,Z1Light,1,0,0,0,1449,http://example.org/was#SetZ1Light=true,5
10,9,4,1,Z2Light,1,0,0,0,1858,http://example.org/was#SetZ2Light=true,9
10,13,4,1,Z1Blinds,1,0,0,0,1443,http://example.org/was#SetZ1Blinds=true,3
10,1,5,1,Z2Light,1,0,0,0,1856,http://example.org/was#SetZ2Light=true,9
10,5,5,1,Z2Light,1,0,0,0,1857,http://example.org/was#SetZ2Light=true,9
10,8,5,1,Spotlight,0,0,0,0,1445,http://example.org/was#SetSpotlight=false,0
10,8,5,2,Z2Blinds,1,0,0,0,1441,http://example.org/was#SetZ2Blinds=true,7
10,8,5,3,Z1Light,1,0,0,0,1449,http://example.org/was#SetZ1Light=true,5
10,9,5,1,Z2Light,1,0,0,0,1858,http://example.org/was#SetZ2Light=true,9
10,13,5,1,Z1Blinds,1,0,0,0,1443,http://example.org/was#SetZ1Blinds=true,3
