source_id,stage,product_scope,evidence_label,source_type,provenance_class,verification_status,ref_or_run,path,locator,hash_algorithm,content_hash,file_count,byte_count,observed_at_utc,description,limitations
SRC-I003,0,AUDIT_HISTORY,SUPERSEDED,ignored_result_root,LOCAL_GENERATED,SUPERSEDED_PATH_SEPARATOR_ERROR,local,tmp_step0_optB,local-tree-sha256:d0d85feb493cfa66f3eab187899f191b2b3c6eb4d4a516b1e696fe10bb95e872:tmp_step0_optB,TREE-SHA256-V1-LEGACY-NATIVE-PATHS,d0d85feb493cfa66f3eab187899f191b2b3c6eb4d4a516b1e696fe10bb95e872,32,4755449,2026-06-15T11:14:16.7677252Z,Ignored local Step 0 option B experiment root,Superseded by SRC-I003-R1 because native Windows separators were hashed contrary to protocol
SRC-I004,0,AUDIT_HISTORY,SUPERSEDED,ignored_result_root,LOCAL_GENERATED,SUPERSEDED_PATH_SEPARATOR_ERROR,local,tmp_step0_probeA_v3,local-tree-sha256:e1df570d7069293814140627d7c7f9d37bf3982055cf8200358726698f4d9f67:tmp_step0_probeA_v3,TREE-SHA256-V1-LEGACY-NATIVE-PATHS,e1df570d7069293814140627d7c7f9d37bf3982055cf8200358726698f4d9f67,17,2343586,2026-06-15T11:14:16.7677252Z,Ignored local Step 0 probe A v3 experiment root,Superseded by SRC-I004-R1 because native Windows separators were hashed contrary to protocol
SRC-I005,0,AUDIT_HISTORY,SUPERSEDED,ignored_result_root,LOCAL_GENERATED,SUPERSEDED_PATH_SEPARATOR_ERROR,local,tmp_step0_rep,local-tree-sha256:39acf0205ddca95b4f1ccc62bd32f99949d5a3f8acc77a9b8897a3cdce30b94f:tmp_step0_rep,TREE-SHA256-V1-LEGACY-NATIVE-PATHS,39acf0205ddca95b4f1ccc62bd32f99949d5a3f8acc77a9b8897a3cdce30b94f,4,807598,2026-06-15T11:14:16.7677252Z,Ignored local Step 0 repetition root,Superseded by SRC-I005-R1 because native Windows separators were hashed contrary to protocol
SRC-I006,0,AUDIT_HISTORY,SUPERSEDED,ignored_result_root,LOCAL_GENERATED,SUPERSEDED_PATH_SEPARATOR_ERROR,local,tmp_step0_rep_v2,local-tree-sha256:7d66d6a28182a13e047bbbb1b4fd9b8f926fb508d627483e25d47c7de5733c6c:tmp_step0_rep_v2,TREE-SHA256-V1-LEGACY-NATIVE-PATHS,7d66d6a28182a13e047bbbb1b4fd9b8f926fb508d627483e25d47c7de5733c6c,4,807585,2026-06-15T11:14:16.7677252Z,Ignored local Step 0 repetition v2 root,Superseded by SRC-I006-R1 because native Windows separators were hashed contrary to protocol
SRC-I007,0,AUDIT_HISTORY,SUPERSEDED,ignored_result_root,LOCAL_GENERATED,SUPERSEDED_PATH_SEPARATOR_ERROR,local,tmp_step2_validation,local-tree-sha256:54d6193e8ceb1309b68ab25d6224aa686c4a93d04849b182159f413344def660:tmp_step2_validation,TREE-SHA256-V1-LEGACY-NATIVE-PATHS,54d6193e8ceb1309b68ab25d6224aa686c4a93d04849b182159f413344def660,7,1116977,2026-06-15T11:14:16.7677252Z,Ignored local Step 2 validation root,Superseded by SRC-I007-R1 because native Windows separators were hashed contrary to protocol
SRC-0039,0,AUDIT_HISTORY,DIRECT,provenance_utility,LOCAL_GENERATED,HASHED,local,paper_notes/TREE_SHA256_V1.mjs,local-sha256:c51fa5b147f93587839482e15e695dcc65b550005084fc370097028005820fdd:paper_notes/TREE_SHA256_V1.mjs,SHA256,c51fa5b147f93587839482e15e695dcc65b550005084fc370097028005820fdd,1,1949,2026-06-15T13:04:27.3504583Z,Canonical TREE-SHA256-V1 implementation plus explicit forensic legacy mode,Uncommitted local utility; hash must be updated after any edit
SRC-0040,0,AUDIT_HISTORY,DIRECT,repository_snapshot,COMMITTED,VERIFIED,phase2-fault-detection@985c7a18558b6d5cb96c018a395b0aae6389f410,.,git:985c7a18558b6d5cb96c018a395b0aae6389f410,GIT_SHA,985c7a18558b6d5cb96c018a395b0aae6389f410,,,2026-06-15T13:04:27.3504583Z,Stage 0 continuation repository identity and worktree baseline,Normal status could not inspect .pytest_cache
SRC-0041,0,AUDIT_HISTORY,DIRECT,workflow,COMMITTED,VERIFIED,phase2-fault-detection@2aab559a027468b929cdb5bc83fc402519ccefb2,.github/workflows/phase2.yml,phase2-fault-detection@2aab559a027468b929cdb5bc83fc402519ccefb2:.github/workflows/phase2.yml:L289-L404,GIT_SHA,2aab559a027468b929cdb5bc83fc402519ccefb2,,,2026-06-15T13:04:27.3504583Z,Run-head workflow locator for aggregate job artifact upload and results-branch publication,Workflow proves intended data flow but not local ZIP identity
SRC-0042,0,AUDIT_HISTORY,DIRECT,results_commit,COMMITTED,VERIFIED,origin/results@e9b9e3529cd71fce3ad9dfe5fa29c64793898b2e,phase2/27529585379-20260615-112824,origin/results@e9b9e3529cd71fce3ad9dfe5fa29c64793898b2e:phase2/27529585379-20260615-112824,GIT_SHA,e9b9e3529cd71fce3ad9dfe5fa29c64793898b2e,362,10648556,2026-06-15T13:04:27.3504583Z,Committed results snapshot published by run 27529585379,Local v4 text compares equal after Git normalization but byte counts differ because line endings differ
SRC-0043,0,AUDIT_HISTORY,DIRECT,actions_artifact,ACTIONS_DERIVED,METADATA_VERIFIED_ZIP_NOT_DOWNLOADED,GitHub Actions run 27529585379,phase2-consolidated,esra-dev/MT-PhysicsBAS; workflow Phase 2 (fault detection blacklist re-learn); run 27529585379; https://github.com/esra-dev/MT-PhysicsBAS/actions/runs/27529585379; head 2aab559a027468b929cdb5bc83fc402519ccefb2; job Aggregate recovery & publish 81409489439; artifact phase2-consolidated 7636716341; digest sha256:278dd690109934a7d4813d1dd991e768ee08c4b3e2e29ca5dfb7e8d32c70c5b1,SHA256,278dd690109934a7d4813d1dd991e768ee08c4b3e2e29ca5dfb7e8d32c70c5b1,,1996725,2026-06-15T13:04:27.3504583Z,GitHub metadata for the consolidated v4 artifact,Artifact download requires authentication; local extraction is not ZIP-digest verified
SRC-R003-R1,0,AUDIT_HISTORY,DIRECT,result_root,LOCAL_GENERATED,HASHED_CANONICAL,local,benchmark/results_full_seed1,local-tree-sha256:be0d54fb7873e9d06b9873380106e5fd5db5c93e5a690d3d69a5b6b7dc66f382:benchmark/results_full_seed1,TREE-SHA256-V1,be0d54fb7873e9d06b9873380106e5fd5db5c93e5a690d3d69a5b6b7dc66f382,1398,3436890371,2026-06-15T13:04:27.3504583Z,Canonical replacement for SRC-R003,No single run manifest or unified generation command identified
SRC-R004-R1,0,AUDIT_HISTORY,DIRECT,result_root,ACTIONS_DERIVED,DECLARED_MAPPING_NOT_ZIP_VERIFIED_CANONICAL_HASH,GitHub Actions run 27440842780,phase1_xzone_asis,local-tree-sha256:75a9c8ccea76c0bd52cef6cd0dad34bf2f4ffe8c13501690b59f8cbe186b52a9:phase1_xzone_asis,TREE-SHA256-V1,75a9c8ccea76c0bd52cef6cd0dad34bf2f4ffe8c13501690b59f8cbe186b52a9,2520,50096910,2026-06-15T13:04:27.3504583Z,Canonical replacement for SRC-R004,Local tree identity to artifact ZIP digest not verified
SRC-R005-R1,0,AUDIT_HISTORY,DIRECT,result_root,ACTIONS_DERIVED,DECLARED_MAPPING_NOT_ZIP_VERIFIED_CANONICAL_HASH,GitHub Actions run 27461188614,phase1_xzone_bumped,local-tree-sha256:e9d706b2f7828bb65bdb9d091269681b0f9acddd263c7d438777340b8a5b5343:phase1_xzone_bumped,TREE-SHA256-V1,e9d706b2f7828bb65bdb9d091269681b0f9acddd263c7d438777340b8a5b5343,2520,50004016,2026-06-15T13:04:27.3504583Z,Canonical replacement for SRC-R005,Local tree identity to artifact ZIP digest not verified
SRC-R006-R1,0,AUDIT_HISTORY,DIRECT,result_root,ACTIONS_DERIVED,DECLARED_MAPPING_NOT_ZIP_VERIFIED_CANONICAL_HASH,GitHub Actions run 27462446044,phase1_xzone_bumped_s11_20,local-tree-sha256:f80a117fac11c1db5ce3d545b04a4e418590f97c66d3ccc8ff44c6c8cc71152e:phase1_xzone_bumped_s11_20,TREE-SHA256-V1,f80a117fac11c1db5ce3d545b04a4e418590f97c66d3ccc8ff44c6c8cc71152e,2474,49213186,2026-06-15T13:04:27.3504583Z,Canonical replacement for SRC-R006,Local tree identity to artifact ZIP digest not verified
SRC-R007-R1,0,AUDIT_HISTORY,DIRECT,result_root,ACTIONS_DERIVED,DECLARED_MAPPING_NOT_ZIP_VERIFIED_CANONICAL_HASH,GitHub Actions run 27464846574,phase1_xzone_ablation,local-tree-sha256:7c114de88374bb003264a994a50db753edc89113258a4a9a1d7f64831911c638:phase1_xzone_ablation,TREE-SHA256-V1,7c114de88374bb003264a994a50db753edc89113258a4a9a1d7f64831911c638,2520,50690039,2026-06-15T13:04:27.3504583Z,Canonical replacement for SRC-R007,Local tree identity to artifact ZIP digest not verified
SRC-R008-R1,0,AUDIT_HISTORY,DIRECT,result_root,ACTIONS_DERIVED,DECLARED_MAPPING_NOT_ZIP_VERIFIED_CANONICAL_HASH,GitHub Actions run 27470382799,phase2_results,local-tree-sha256:95744977ac3f2399a4c068a741bfe5d18051c2a230467f5a5c1d2269778eb1ff:phase2_results,TREE-SHA256-V1,95744977ac3f2399a4c068a741bfe5d18051c2a230467f5a5c1d2269778eb1ff,92,12938,2026-06-15T13:04:27.3504583Z,Canonical replacement for SRC-R008,Local tree identity to artifact ZIP digest not verified
SRC-R009-R1,0,AUDIT_HISTORY,DIRECT,result_root,ACTIONS_DERIVED,DECLARED_MAPPING_NOT_ZIP_VERIFIED_CANONICAL_HASH,GitHub Actions run 27499405083,phase2_results_v2,local-tree-sha256:5354fe2bf014bca618e9eceaed3e40957cda7f85bbf53e5e75f7893bfde99a94:phase2_results_v2,TREE-SHA256-V1,5354fe2bf014bca618e9eceaed3e40957cda7f85bbf53e5e75f7893bfde99a94,182,28532,2026-06-15T13:04:27.3504583Z,Canonical replacement for SRC-R009,Local tree identity to artifact ZIP digest not verified
SRC-R010-R1,0,AUDIT_HISTORY,DIRECT,result_root,ACTIONS_DERIVED,DECLARED_MAPPING_NOT_ZIP_VERIFIED_CANONICAL_HASH,GitHub Actions run 27507087176,phase2_results_v3,local-tree-sha256:2b6c7b9292b7ae8ce2a9cbcbc0c44bc34945c57d2e9965e977b5dc5c2e676bf1:phase2_results_v3,TREE-SHA256-V1,2b6c7b9292b7ae8ce2a9cbcbc0c44bc34945c57d2e9965e977b5dc5c2e676bf1,362,9767277,2026-06-15T13:04:27.3504583Z,Canonical replacement for SRC-R010,Local tree identity to artifact ZIP digest not verified
SRC-R011-R1,0,AUDIT_HISTORY,DIRECT,result_root,ACTIONS_DERIVED,DECLARED_MAPPING_NOT_ZIP_VERIFIED_CANONICAL_HASH,GitHub Actions run 27073252484,tmp_sweep18_results,local-tree-sha256:4bfb50bc9eb5481ac27362441c9215b44535ae0650784b46fb20133988ee0de9:tmp_sweep18_results,TREE-SHA256-V1,4bfb50bc9eb5481ac27362441c9215b44535ae0650784b46fb20133988ee0de9,1534,9856516039,2026-06-15T13:04:27.3504583Z,Canonical replacement for SRC-R011,Directory mixes downloaded and recomputed content
SRC-R012-R1,0,AUDIT_HISTORY,DIRECT,result_root,ACTIONS_DERIVED,DECLARED_MAPPING_NOT_ZIP_VERIFIED_CANONICAL_HASH,GitHub Actions run 27094219403,tmp_sweep_n10_results,local-tree-sha256:0defe493b63063a9dc9dc5315fc394510c6b0ed23ecb3ef8266ba98f43811cdf:tmp_sweep_n10_results,TREE-SHA256-V1,0defe493b63063a9dc9dc5315fc394510c6b0ed23ecb3ef8266ba98f43811cdf,2883,18402357137,2026-06-15T13:04:27.3504583Z,Canonical replacement for SRC-R012,Six seed-8 TRAINING_OK markers are structurally absent
SRC-R013,0,AUDIT_HISTORY,DIRECT,result_root,ACTIONS_DERIVED,HASHED_CANONICAL_ARTIFACT_METADATA_CAPTURED_RESULTS_COMMIT_TEXT_EQUIVALENT_ZIP_NOT_DOWNLOADED,GitHub Actions run 27529585379,phase2_results_v4,local-tree-sha256:0b65bb2d54dcb5b06a8c179f518480622d715a3688153f53adea990661e41cf1:phase2_results_v4,TREE-SHA256-V1,0b65bb2d54dcb5b06a8c179f518480622d715a3688153f53adea990661e41cf1,362,10365101,2026-06-15T13:04:27.3504583Z,Untracked local v4 result root mapped to run 27529585379,Git-normalized text equals results commit e9b9e3529cd71fce3ad9dfe5fa29c64793898b2e but bytes differ by line endings and artifact ZIP was not downloaded
SRC-I001-R1,0,AUDIT_HISTORY,DIRECT,ignored_result_root,UNKNOWN_PROVENANCE,HASHED_CANONICAL,local,tmp_paper_results,local-tree-sha256:dda0bcc75be228facafa9d242008455b764a0525aad5123c119292f48c9355ba:tmp_paper_results,TREE-SHA256-V1,dda0bcc75be228facafa9d242008455b764a0525aad5123c119292f48c9355ba,179,1535759802,2026-06-15T13:04:27.3504583Z,Canonical replacement for SRC-I001,Child recover_26981739883 names one failed Actions run but the other child lacks an established run mapping
SRC-I002-R1,0,AUDIT_HISTORY,DIRECT,ignored_result_root,LOCAL_GENERATED,HASHED_CANONICAL,local,tmp_step0_h5,local-tree-sha256:c357315f3abd4d401640c3867f8f5c1c4fc495a2644204a351a7cb9797adf6f4:tmp_step0_h5,TREE-SHA256-V1,c357315f3abd4d401640c3867f8f5c1c4fc495a2644204a351a7cb9797adf6f4,18,3328273,2026-06-15T13:04:27.3504583Z,Canonical replacement for SRC-I002,Exact command and code state not yet linked
SRC-I003-R1,0,AUDIT_HISTORY,DIRECT,ignored_result_root,LOCAL_GENERATED,HASHED_CANONICAL,local,tmp_step0_optB,local-tree-sha256:b9954c2792e3b8364254b3f2ecb8b4ba3f783f5bd99d455857a9db9ff8a95577:tmp_step0_optB,TREE-SHA256-V1,b9954c2792e3b8364254b3f2ecb8b4ba3f783f5bd99d455857a9db9ff8a95577,32,4755449,2026-06-15T13:04:27.3504583Z,Canonical replacement for SRC-I003,Exact command and code state not yet linked
SRC-I004-R1,0,AUDIT_HISTORY,DIRECT,ignored_result_root,LOCAL_GENERATED,HASHED_CANONICAL,local,tmp_step0_probeA_v3,local-tree-sha256:d33f1fe9694c0622ddf241037f5a319ba4aa0796ab52f5db578a75976db184a5:tmp_step0_probeA_v3,TREE-SHA256-V1,d33f1fe9694c0622ddf241037f5a319ba4aa0796ab52f5db578a75976db184a5,17,2343586,2026-06-15T13:04:27.3504583Z,Canonical replacement for SRC-I004,Exact command and code state not yet linked
SRC-I005-R1,0,AUDIT_HISTORY,DIRECT,ignored_result_root,LOCAL_GENERATED,HASHED_CANONICAL,local,tmp_step0_rep,local-tree-sha256:7b31cce1ee1457e1b50cc8515fc2d9eaac62276d4b91393fa09cb1104ede68bd:tmp_step0_rep,TREE-SHA256-V1,7b31cce1ee1457e1b50cc8515fc2d9eaac62276d4b91393fa09cb1104ede68bd,4,807598,2026-06-15T13:04:27.3504583Z,Canonical replacement for SRC-I005,Exact command and code state not yet linked
SRC-I006-R1,0,AUDIT_HISTORY,DIRECT,ignored_result_root,LOCAL_GENERATED,HASHED_CANONICAL,local,tmp_step0_rep_v2,local-tree-sha256:391beac4397d612516b99783a09daec18017ef29c1684362c84a5118491e034b:tmp_step0_rep_v2,TREE-SHA256-V1,391beac4397d612516b99783a09daec18017ef29c1684362c84a5118491e034b,4,807585,2026-06-15T13:04:27.3504583Z,Canonical replacement for SRC-I006,Exact command and code state not yet linked
SRC-I007-R1,0,AUDIT_HISTORY,DIRECT,ignored_result_root,LOCAL_GENERATED,HASHED_CANONICAL,local,tmp_step2_validation,local-tree-sha256:fc2ac3983c5e30a88b5466c0e8015bc2666de7e45797a83862f5c5e775f95c42:tmp_step2_validation,TREE-SHA256-V1,fc2ac3983c5e30a88b5466c0e8015bc2666de7e45797a83862f5c5e775f95c42,7,1116977,2026-06-15T13:04:27.3504583Z,Canonical replacement for SRC-I007,Exact command and code state not yet linked
SRC-S1-001,1,AUDIT_HISTORY;MANUSCRIPT_EVIDENCE,DIRECT,architecture_document,COMMITTED,ADDRESSABLE,phase2-fault-detection@985c7a18558b6d5cb96c018a395b0aae6389f410,README.md,phase2-fault-detection@985c7a18558b6d5cb96c018a395b0aae6389f410:README.md,GIT_SHA,985c7a18558b6d5cb96c018a395b0aae6389f410,,,2026-06-15T13:33:34.2325526Z,Repository architecture and declared artifact schema index,Documentation statements require verification against primary code and run artifacts
SRC-S1-002,1,AUDIT_HISTORY;MANUSCRIPT_EVIDENCE,DIRECT,pre_registration,COMMITTED,ADDRESSABLE,phase2-fault-detection@985c7a18558b6d5cb96c018a395b0aae6389f410,docs/pre_registration.md,phase2-fault-detection@985c7a18558b6d5cb96c018a395b0aae6389f410:docs/pre_registration.md,GIT_SHA,985c7a18558b6d5cb96c018a395b0aae6389f410,,,2026-06-15T13:33:34.2325526Z,Pre-registration and registered deviations,Post-hoc sections must not be relabeled as pre-registered
SRC-S1-003,1,AUDIT_HISTORY,DIRECT,phase_change_history,COMMITTED,ADDRESSABLE,phase2-fault-detection@985c7a18558b6d5cb96c018a395b0aae6389f410,docs/PHASE1_TO_PHASE2_CHANGES.md,phase2-fault-detection@985c7a18558b6d5cb96c018a395b0aae6389f410:docs/PHASE1_TO_PHASE2_CHANGES.md,GIT_SHA,985c7a18558b6d5cb96c018a395b0aae6389f410,,,2026-06-15T13:33:34.2325526Z,Phase 1 to Phase 2 implementation and correction chronology,Result statements remain secondary documentation until checked against run artifacts
SRC-S1-004,1,MANUSCRIPT_EVIDENCE,DIRECT,study_configuration,COMMITTED,ADDRESSABLE,phase2-fault-detection@985c7a18558b6d5cb96c018a395b0aae6389f410,config/run_config.json,phase2-fault-detection@985c7a18558b6d5cb96c018a395b0aae6389f410:config/run_config.json,GIT_SHA,985c7a18558b6d5cb96c018a395b0aae6389f410,,,2026-06-15T13:33:34.2325526Z,Run profiles factor arms mappings and Phase 2 configuration,Effective values must be read at each run head
SRC-S1-005,1,MANUSCRIPT_EVIDENCE,DIRECT,build_orchestration,COMMITTED,ADDRESSABLE,phase2-fault-detection@985c7a18558b6d5cb96c018a395b0aae6389f410,build.gradle,phase2-fault-detection@985c7a18558b6d5cb96c018a395b0aae6389f410:build.gradle,GIT_SHA,985c7a18558b6d5cb96c018a395b0aae6389f410,,,2026-06-15T13:33:34.2325526Z,Gradle execution validation and sweep task definitions,None at inventory stage
SRC-S1-006,1,AUDIT_HISTORY;MANUSCRIPT_EVIDENCE,DIRECT,local_orchestrator,COMMITTED,ADDRESSABLE,phase2-fault-detection@985c7a18558b6d5cb96c018a395b0aae6389f410,run_full_project.ps1,phase2-fault-detection@985c7a18558b6d5cb96c018a395b0aae6389f410:run_full_project.ps1,GIT_SHA,985c7a18558b6d5cb96c018a395b0aae6389f410,,,2026-06-15T13:33:34.2325526Z,Sequential local end-to-end orchestrator,Local outputs require exact invocation records
SRC-S1-007,1,AUDIT_HISTORY;MANUSCRIPT_EVIDENCE,DIRECT,parallel_orchestrator,COMMITTED,ADDRESSABLE,phase2-fault-detection@985c7a18558b6d5cb96c018a395b0aae6389f410,run_full_project_parallel.ps1,phase2-fault-detection@985c7a18558b6d5cb96c018a395b0aae6389f410:run_full_project_parallel.ps1,GIT_SHA,985c7a18558b6d5cb96c018a395b0aae6389f410,,,2026-06-15T13:33:34.2325526Z,Parallel multi-profile and multi-seed local orchestrator,Local outputs require exact invocation records
SRC-S1-008,1,AUDIT_HISTORY;MANUSCRIPT_EVIDENCE,DIRECT,phase2_orchestrator,COMMITTED,ADDRESSABLE,phase2-fault-detection@985c7a18558b6d5cb96c018a395b0aae6389f410,run_phase2_adapt.ps1,phase2-fault-detection@985c7a18558b6d5cb96c018a395b0aae6389f410:run_phase2_adapt.ps1,GIT_SHA,985c7a18558b6d5cb96c018a395b0aae6389f410,,,2026-06-15T13:33:34.2325526Z,Local fault adaptation and recovery orchestrator,Local outputs require exact invocation records
SRC-S1-009,1,MANUSCRIPT_EVIDENCE,DIRECT,implementation_subtree,COMMITTED,ADDRESSABLE,phase2-fault-detection@985c7a18558b6d5cb96c018a395b0aae6389f410,src,phase2-fault-detection@985c7a18558b6d5cb96c018a395b0aae6389f410:src,GIT_SHA,985c7a18558b6d5cb96c018a395b0aae6389f410,,,2026-06-15T13:33:34.2325526Z,Agents Java artifacts semantic resources and tests,Directory-level source; cite individual files and lines for claims
SRC-S1-010,1,MANUSCRIPT_EVIDENCE,DIRECT,simulator_subtree,COMMITTED,ADDRESSABLE,phase2-fault-detection@985c7a18558b6d5cb96c018a395b0aae6389f410,simulator,phase2-fault-detection@985c7a18558b6d5cb96c018a395b0aae6389f410:simulator,GIT_SHA,985c7a18558b6d5cb96c018a395b0aae6389f410,,,2026-06-15T13:33:34.2325526Z,Canonical clean weakness and faulty Node-RED flow sources,Directory-level source; cite individual files and lines for claims
SRC-S1-011,1,MANUSCRIPT_EVIDENCE,DIRECT,benchmark_design_subtree,COMMITTED,ADDRESSABLE,phase2-fault-detection@985c7a18558b6d5cb96c018a395b0aae6389f410,benchmark,phase2-fault-detection@985c7a18558b6d5cb96c018a395b0aae6389f410:benchmark,GIT_SHA,985c7a18558b6d5cb96c018a395b0aae6389f410,,,2026-06-15T13:33:34.2325526Z,Committed scenario and training-scenario definitions,Untracked result subtree is separately sourced
SRC-S1-012,1,MANUSCRIPT_EVIDENCE,DIRECT,analysis_subtree,COMMITTED,ADDRESSABLE,phase2-fault-detection@985c7a18558b6d5cb96c018a395b0aae6389f410,analysis,phase2-fault-detection@985c7a18558b6d5cb96c018a395b0aae6389f410:analysis,GIT_SHA,985c7a18558b6d5cb96c018a395b0aae6389f410,,,2026-06-15T13:33:34.2325526Z,Committed statistical and figure-generation scripts,Derived claims require exact script file SHA command and inputs
SRC-S1-013,1,AUDIT_HISTORY;MANUSCRIPT_EVIDENCE,DIRECT,workflow_subtree,COMMITTED,ADDRESSABLE,phase2-fault-detection@985c7a18558b6d5cb96c018a395b0aae6389f410,.github/workflows,phase2-fault-detection@985c7a18558b6d5cb96c018a395b0aae6389f410:.github/workflows,GIT_SHA,985c7a18558b6d5cb96c018a395b0aae6389f410,,,2026-06-15T13:33:34.2325526Z,CI validation Phase 1 Phase 2 and sweep workflow definitions,Run-effective workflow must match each run head
SRC-S1-014,1,AUDIT_HISTORY;MANUSCRIPT_EVIDENCE,DIRECT,results_branch_snapshot,COMMITTED,ADDRESSABLE,origin/results@e9b9e3529cd71fce3ad9dfe5fa29c64793898b2e,.,origin/results@e9b9e3529cd71fce3ad9dfe5fa29c64793898b2e:.,GIT_SHA,e9b9e3529cd71fce3ad9dfe5fa29c64793898b2e,,,2026-06-15T13:33:34.2325526Z,Committed selected Phase 1 and Phase 2 result snapshots,Does not contain an artifact for incomplete run 27547019772
SRC-S1-015,1,MANUSCRIPT_EVIDENCE,DERIVED,thesis_template_tree,EXTERNAL_LOCAL,HASHED_CANONICAL,local,C:/Users/esrad/Downloads/Template-ThesisReport/Template-ThesisReport,local-tree-sha256:a60bff22cc24edeb04ef85a1c47d5cfc34e10535ed68898f674a2d194d428e9e:C:/Users/esrad/Downloads/Template-ThesisReport/Template-ThesisReport,TREE-SHA256-V1,a60bff22cc24edeb04ef85a1c47d5cfc34e10535ed68898f674a2d194d428e9e,18,200324,2026-06-15T13:33:34.2325526Z,Complete external thesis template tree,External and not versioned with the repository
SRC-S1-016,1,AUDIT_HISTORY,DERIVED,local_log_tree,LOCAL_GENERATED,HASHED_CANONICAL,local,log,local-tree-sha256:4b2a846600b09d29f8ef221089a24a36bd2643ce320dba41662cea5205488305:log,TREE-SHA256-V1,4b2a846600b09d29f8ef221089a24a36bd2643ce320dba41662cea5205488305,80,325411769,2026-06-15T13:33:34.2325526Z,Mixed local training benchmark adaptation and diagnostic logs,No single run manifest links the full tree
SRC-S1-017,1,AUDIT_HISTORY,DIRECT,user_attachment,EXTERNAL_LOCAL,HASHED,local,C:/Users/esrad/Downloads/User attachment.png,local-sha256:93e89608da0032296315d37459050d78f4bd3135f4d29ce64e4cfb0b17da5e7e:C:/Users/esrad/Downloads/User attachment.png,SHA256,93e89608da0032296315d37459050d78f4bd3135f4d29ce64e4cfb0b17da5e7e,1,534645,2026-06-15T13:33:34.2325526Z,User-supplied screenshot containing project history and advisor quotations,Original advisor-authored source remains NOT FOUND
SRC-S1-018,1,MANUSCRIPT_EVIDENCE,UNRESOLVED,candidate_literature,EXTERNAL_LOCAL,HASHED,local,3600100.3623737.pdf,local-sha256:8da47a5f099e88bd8aa8e527ad35aa285bbddd05810f30e9b3337d87776412ee:3600100.3623737.pdf,SHA256,8da47a5f099e88bd8aa8e527ad35aa285bbddd05810f30e9b3337d87776412ee,1,903502,2026-06-15T13:33:34.2325526Z,Local candidate literature or background PDF,Bibliographic identity and manuscript relevance NOT FOUND in Stage 1
SRC-S1-019,1,AUDIT_HISTORY;MANUSCRIPT_EVIDENCE,DIRECT,evidence_protocol,DOCUMENTATION,HASHED,local,paper_notes/00_PROTOCOL.md,local-sha256:13bcc1aedb7a50cba1e81933017ba229bda2642db059f89ab0938ed9e7d5bd93:paper_notes/00_PROTOCOL.md,SHA256,13bcc1aedb7a50cba1e81933017ba229bda2642db059f89ab0938ed9e7d5bd93,1,9418,2026-06-15T13:33:34.2325526Z,Evidence extraction and locator protocol,Uncommitted local documentation protected by file hash
SRC-S1-020,1,AUDIT_HISTORY;MANUSCRIPT_EVIDENCE,DIRECT,repository_map,DOCUMENTATION,HASHED,local,paper_notes/REPOSITORY_MAP.md,local-sha256:0e89686dc261f079be097f1a3e3c2221b96afe8e769c94f464776c63b9d3f68a:paper_notes/REPOSITORY_MAP.md,SHA256,0e89686dc261f079be097f1a3e3c2221b96afe8e769c94f464776c63b9d3f68a,1,25292,2026-06-15T13:33:34.2325526Z,Stage 1 repository evidence map,Inventory and routing document; not an empirical result source
SRC-S1-021,1,AUDIT_HISTORY;MANUSCRIPT_EVIDENCE,DIRECT,template_map,DOCUMENTATION,HASHED,local,paper_notes/TEMPLATE_MAP.md,local-sha256:3b3a8673fa86dad4badccdec3d575518985633253676ddde4946d554c89e5d96:paper_notes/TEMPLATE_MAP.md,SHA256,3b3a8673fa86dad4badccdec3d575518985633253676ddde4946d554c89e5d96,1,14774,2026-06-15T13:33:34.2325526Z,Stage 1 external template and evidence-routing map,Routing document; not manuscript prose
SRC-S1-022,1,AUDIT_HISTORY,DIRECT,stage_handoff,DOCUMENTATION,HASHED,local,paper_notes/STAGE1_HANDOFF.md,local-sha256:0fc6f53037533f48a80a24ededbe0fc7e93463f0ace47495621981c880d4e79b:paper_notes/STAGE1_HANDOFF.md,SHA256,0fc6f53037533f48a80a24ededbe0fc7e93463f0ace47495621981c880d4e79b,1,2028,2026-06-15T13:46:11.9819313Z,Stage 1 completion and next-stage handoff,Snapshot hash changes if the handoff is later amended
"SRC-S2-001","2","AUDIT_HISTORY","DIRECT","capture_script","ANALYSIS_CODE","HASHED","local","paper_notes/STAGE2_CAPTURE.ps1","local-sha256:559357301c85fd7a5d7a05e4b3b52a21e46d9ab15f68cc32a8eacdb360c0072c:paper_notes/STAGE2_CAPTURE.ps1","SHA256","559357301c85fd7a5d7a05e4b3b52a21e46d9ab15f68cc32a8eacdb360c0072c","1","6789","2026-06-15T16:05:19.0694778Z","Stage 2 Git and Actions run-list capture script","Generated snapshots are observations and cannot reveal deleted runs"
